Assembly,Batchfile,0.15286334585939787
Assembly,C,0.32794736071733194
Assembly,C#,0.06366070140792303
Assembly,C++,0.30980861028406365
Assembly,CMake,0.16121255132207424
Assembly,CSS,0.054035952567565326
Assembly,Cuda,0.03011693009684171
Assembly,Go,0.06727434205423194
Assembly,HTML,0.0755160465931267
Assembly,Java,0.06891098242459977
Assembly,JavaScript,0.04090700870421292
Assembly,Jupyter Notebook,0.007936507936507936
Assembly,Kotlin,0.027420424855354085
Assembly,Lua,0.09272477337736446
Assembly,Makefile,0.27785946511310566
Assembly,Objective-C,0.1945934097956774
Assembly,PHP,0.06292936995406895
Assembly,Perl,0.2372944475726325
Assembly,PowerShell,0.054220802930086485
Assembly,Python,0.1258478929014539
Assembly,Roff,0.26231569493555623
Assembly,Ruby,0.05051664886333982
Assembly,Rust,0.029160592175990215
Assembly,Shell,0.1569518024116866
Assembly,Swift,0.023970582176553984
Assembly,TypeScript,0.016949249924151765
Batchfile,Assembly,0.15286334585939787
Batchfile,C,0.22850468934190704
Batchfile,C#,0.23525064269166412
Batchfile,C++,0.22499416012662854
Batchfile,CMake,0.1502931391766407
Batchfile,CSS,0.13984569340691644
Batchfile,Cuda,0.04496710173672246
Batchfile,Go,0.04982133166140702
Batchfile,HTML,0.16338372454846412
Batchfile,Java,0.13347875608550022
Batchfile,JavaScript,0.13221502652056322
Batchfile,Jupyter Notebook,0.018959794835274154
Batchfile,Kotlin,0.02183519644124975
Batchfile,Lua,0.0766777076315125
Batchfile,Makefile,0.15409363470881737
Batchfile,Objective-C,0.0950872176570337
Batchfile,PHP,0.1085746428532414
Batchfile,Perl,0.1574668914534391
Batchfile,PowerShell,0.19069683803095938
Batchfile,Python,0.1621441774181141
Batchfile,Roff,0.14284046005106832
Batchfile,Ruby,0.05128940271938693
Batchfile,Rust,0.031348230507637326
Batchfile,Shell,0.2608715060547035
Batchfile,Swift,0.008947522240444126
Batchfile,TypeScript,0.044539706142675314
Batchfile,Vue,0.03184396473126028
C,Assembly,0.32794736071733194
C,Batchfile,0.22850468934190704
C,C#,0.14614151305699746
C,C++,0.6738526148263898
C,CMake,0.41914143039986057
C,CSS,0.09021573541720719
C,Cuda,0.20741212250152
C,Go,0.07090677307376927
C,HTML,0.12344043554816372
C,Java,0.10484317526697215
C,JavaScript,0.09270655664303111
C,Jupyter Notebook,0.03327002210175831
C,Kotlin,0.031017456793225935
C,Lua,0.13953489943627095
C,Makefile,0.4349265647118961
C,Objective-C,0.3067222786919446
C,PHP,0.09072533293293597
C,Perl,0.22894895394561435
C,PowerShell,0.10101992946410732
C,Python,0.23936251194544989
C,Roff,0.23101541386263652
C,Ruby,0.1280685798432841
C,Rust,0.08382299439129595
C,Shell,0.3227657325951621
C,Swift,0.07416766728895474
C,TypeScript,0.03383411517508528
C,Vue,0.0066522307286180716
C#,Assembly,0.06366070140792303
C#,Batchfile,0.23525064269166412
C#,C,0.14614151305699744
C#,C++,0.14578970633597735
C#,CMake,0.07622083649500899
C#,CSS,0.06895569495400647
C#,Cuda,0.015098461041969352
C#,Go,0.044968683920253855
C#,HTML,0.06762113301947847
C#,Java,0.061001921603499876
C#,JavaScript,0.08363977653936312
C#,Jupyter Notebook,0.010610116901320505
C#,Kotlin,0.02749325479732263
C#,Lua,0.07151619596132787
C#,Makefile,0.07370303517471094
C#,Objective-C,0.059124320930908345
C#,PHP,0.04907506592282515
C#,Perl,0.06609019800547238
C#,PowerShell,0.2577294977921122
C#,Python,0.06899847948655348
C#,Roff,0.0464139560816457
C#,Ruby,0.05402754503022191
C#,Rust,0.06237449404683604
C#,Shell,0.09798426859435813
C#,Swift,0.02803995736922571
C#,TypeScript,0.05438165738088826
C#,Vue,0.004455061240583741
C++,Assembly,0.3098086102840636
C++,Batchfile,0.22499416012662854
C++,C,0.6738526148263898
C++,C#,0.14578970633597732
C++,CMake,0.5779395987770809
C++,CSS,0.08795313712529858
C++,Cuda,0.3135042711133139
C++,Go,0.06050565441490494
C++,HTML,0.12102812243105218
C++,Java,0.11167140025354891
C++,JavaScript,0.09267941565290393
C++,Jupyter Notebook,0.04956937764545018
C++,Kotlin,0.0323492787975189
C++,Lua,0.15146606983212896
C++,Makefile,0.38840764539123196
C++,Objective-C,0.23991919871835637
C++,PHP,0.09170946930475858
C++,Perl,0.22231196980454004
C++,PowerShell,0.09030643294448122
C++,Python,0.2631820208144497
C++,Roff,0.20881008401605156
C++,Ruby,0.08308533607343338
C++,Rust,0.060709841049337986
C++,Shell,0.3101138620421871
C++,Swift,0.04740945292760697
C++,TypeScript,0.02540655241379328
C++,Vue,0.0069378630201714616
CMake,Assembly,0.16121255132207424
CMake,Batchfile,0.15029313917664067
CMake,C,0.41914143039986057
CMake,C#,0.07622083649500899
CMake,C++,0.5779395987770809
CMake,CSS,0.055164962097086975
CMake,Cuda,0.23873507102495706
CMake,Go,0.02666398065279331
CMake,HTML,0.07059093196807907
CMake,Java,0.08489069403475662
CMake,JavaScript,0.050070696394446446
CMake,Jupyter Notebook,0.0419414767667185
CMake,Kotlin,0.02415111535209206
CMake,Lua,0.09423379903202928
CMake,Makefile,0.18209119219459613
CMake,Objective-C,0.12520536610758654
CMake,PHP,0.053116932995940426
CMake,Perl,0.13933471383634413
CMake,PowerShell,0.055715463385943596
CMake,Python,0.17934176791270592
CMake,Roff,0.11212238211627763
CMake,Ruby,0.03503870995851381
CMake,Rust,0.01926285321323549
CMake,Shell,0.22691996252692684
CMake,Swift,0.01781375112362455
CMake,TypeScript,0.00895704480602967
CMake,Vue,0.006604021753037754
CSS,Assembly,0.05403595256756532
CSS,Batchfile,0.13984569340691644
CSS,C,0.09021573541720719
CSS,C#,0.06895569495400647
CSS,C++,0.08795313712529856
CSS,CMake,0.055164962097086975
CSS,Cuda,0.03521095340673467
CSS,Go,0.07698762873468613
CSS,HTML,0.7278693526152923
CSS,Java,0.10964242801699539
CSS,JavaScript,0.6447419261187098
CSS,Jupyter Notebook,0.03929887459459296
CSS,Kotlin,0.0377157143202357
CSS,Lua,0.04709142403455449
CSS,Makefile,0.1383144808090745
CSS,Objective-C,0.05214069551246294
CSS,PHP,0.16638153829831115
CSS,Perl,0.07071765259005491
CSS,PowerShell,0.05966286297349301
CSS,Python,0.14703675016567075
CSS,Roff,0.06791621759648142
CSS,Ruby,0.10283581783848901
CSS,Rust,0.030483026903753
CSS,Shell,0.24724486860737266
CSS,Swift,0.02472794370153923
CSS,TypeScript,0.22753513037774922
CSS,Vue,0.2851028160247764
Cuda,Assembly,0.030116930096841712
Cuda,Batchfile,0.044967101736722456
Cuda,C,0.20741212250151997
Cuda,C#,0.015098461041969352
Cuda,C++,0.31350427111331397
Cuda,CMake,0.23873507102495706
Cuda,CSS,0.03521095340673467
Cuda,Go,0.006807684767379961
Cuda,HTML,0.025231984149128354
Cuda,Java,0.01413506985480439
Cuda,JavaScript,0.01521874350231129
Cuda,Jupyter Notebook,0.08533130194105151
Cuda,Kotlin,0.0115614662603216
Cuda,Lua,0.09022199366012779
Cuda,Makefile,0.14505008418432533
Cuda,Objective-C,0.03196666974612267
Cuda,PHP,0.013266676051614898
Cuda,Perl,0.025013031014697748
Cuda,PowerShell,0.015240998561973753
Cuda,Python,0.15739778097318957
Cuda,Roff,0.039036002917941334
Cuda,Ruby,0.006389906806684396
Cuda,Rust,0.007377111135633176
Cuda,Shell,0.15357986655151068
Cuda,Swift,0.0037900818259073497
Cuda,TypeScript,0.004287858751340459
Go,Assembly,0.06727434205423194
Go,Batchfile,0.04982133166140702
Go,C,0.07090677307376927
Go,C#,0.044968683920253855
Go,C++,0.06050565441490494
Go,CMake,0.02666398065279331
Go,CSS,0.07698762873468612
Go,Cuda,0.006807684767379961
Go,HTML,0.09726555193335694
Go,Java,0.03199551066235417
Go,JavaScript,0.08485201041354545
Go,Jupyter Notebook,0.007175929819118074
Go,Kotlin,0.020660539659104287
Go,Lua,0.05481760810410127
Go,Makefile,0.3479355537045186
Go,Objective-C,0.01713749709219543
Go,PHP,0.04741555794693021
Go,Perl,0.05363846152079952
Go,PowerShell,0.03540670556719043
Go,Python,0.08246399759517467
Go,Roff,0.038366905852833574
